rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
292	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	GP6	COL6A1	GP6	TIME-B	LB	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	0.2142857142857143	0.6103444156452668	0.0	fitted	COL6A1:8/8	GP6:25/27	secreted	False		KEGG: hsa04512
293	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD99	CD99	CD99	CD99	TIME-B	LB	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	0.2142857142857143	0.6103444156452668	0.0	fitted	CD99:8/8	CD99:27/27		True	True	KEGG: hsa04514
294	COL6A2_GP6	COL6A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	GP6	COL6A2	GP6	TIME-B	LB	primary	8	-0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	-0.2142857142857143	0.6103444156452668	0.0	fitted	COL6A2:8/8	GP6:25/27	secreted	False		KEGG: hsa04512
295	MDK_NCL	MDK - NCL	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	NCL	MDK	NCL	LB	TIME-B	primary	8	-0.2142857142857143	0.2142857142857143	0.6103444156452668	7	0.875	-0.8214285714285715	0.023448808345691494	-0.6071428571428572	fitted	MDK:22/27	NCL:8/8	growth factor	False		PMID: 28356350
296	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	SDC4	COL4A2	SDC4	TIME-B	LB	primary	8	-0.2142857142857143	0.2142857142857143	0.6103444156452668	7	0.875	0.1785714285714286	0.7016579425162728	0.3928571428571429	fitted	COL4A2:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
297	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	SDC4	COL6A1	SDC4	TIME-B	LB	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	7	0.875	0.5714285714285715	0.18020198891152753	0.3571428571428572	fitted	COL6A1:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
298	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SEMA4A	PLXNB2	SEMA4A	PLXNB2	LB	TIME-B	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	3	0.375				below_min_n (3 < 6)	SEMA4A:14/27	PLXNB2:8/8		True	True	PMID: 27533782
299	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG1	NOTCH3	JAG1	NOTCH3	L	TIME-L	primary	13	-0.21428571428571427	0.21428571428571427	0.48205445470236835	5	0.38461538461538464				below_min_n (5 < 6)	JAG1:16/30	NOTCH3:15/15		True	True	PMID: 22353464
300	COMP_SDC1	COMP - SDC1	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	COMP	SDC1	COMP	SDC1	TIME-L	L	primary	13	0.21428571428571427	0.21428571428571427	0.48205445470236835	7	0.5384615384615384	0.07142857142857144	0.8790481931481541	-0.14285714285714285	fitted	COMP:8/15	SDC1:29/30			True	KEGG: hsa04512
301	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	GP6	COL1A1	GP6	TIME-L	L	primary	13	-0.2087912087912088	0.2087912087912088	0.49362181935688504	12	0.9230769230769231	-0.0979020979020979	0.7621216559962992	0.1108891108891109	fitted	COL1A1:15/15	GP6:29/30	secreted	False		KEGG: hsa04512
302	JAG2_NOTCH1	JAG2 - NOTCH1	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG2	NOTCH1	JAG2	NOTCH1	L	TIME-L	primary	13	-0.2087912087912088	0.2087912087912088	0.49362181935688504	6	0.46153846153846156	-0.14285714285714288	0.7871720116618076	0.06593406593406592	fitted	JAG2:24/30	NOTCH1:12/15		True	True	PMID: 22353464
303	NECTIN1_NECTIN4	NECTIN1 - NECTIN4	NECTIN	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	NECTIN1	NECTIN4	NECTIN1	NECTIN4	L	TIME-L	primary	13	0.2087912087912088	0.2087912087912088	0.49362181935688504	7	0.5384615384615384	0.25	0.5887244480896834	0.0412087912087912	fitted	NECTIN1:21/30	NECTIN4:14/15	secreted	True	True	PMID: 23027581
304	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	GP6	COL6A1	GP6	L	TIME-L	primary	13	-0.2087912087912088	0.2087912087912088	0.49362181935688504	12	0.9230769230769231	-0.15384615384615385	0.6330906812462617	0.054945054945054944	fitted	COL6A1:30/30	GP6:14/15	secreted	False		KEGG: hsa04512
305	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-E	KLRC2	HLA-E	KLRC2	TIME-L	L	primary	13	0.2035765337158699	0.2035765337158699	0.5047162255899914	8	0.6153846153846154	0.09523809523809526	0.8225054302036114	-0.10833843847777463	fitted	HLA-E:15/15	KLRC2:19/30		True	True	PMID: 26697006
306	COL4A1_ADGRG6	COL4A1 - ADGRG6	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	COL4A1	ADGRG6	COL4A1	ADGRG6	TIME-L	L	primary	13	-0.2035765337158699	0.2035765337158699	0.5047162255899914	8	0.6153846153846154	0.5000000000000001	0.20703124999999997	0.70357653371587	fitted	COL4A1:15/15	ADGRG6:19/30	secreted	False	True	PMID: 31462748
307	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	PLXNB2	SEMA4A	PLXNB2	TIME-L	L	primary	13	-0.2035765337158699	0.2035765337158699	0.5047162255899914	11	0.8461538461538461	-0.23636363636363636	0.48409116222539667	-0.032787102647766464	fitted	SEMA4A:13/15	PLXNB2:30/30		True	True	PMID: 27533782
308	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	PTPRC	CD22	PTPRC	CD22	TIME-L	L	primary	13	-0.20329670329670327	0.20329670329670327	0.5053147342962486	13	1.0	-0.20329670329670327	0.5053147342962486	0.0	fitted	PTPRC:15/15	CD22:30/30		True	True	PMID: 12115612
309	JAM3_F11R	JAM3 - F11R	JAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAM3	F11R	JAM3	F11R	TIME-L	L	primary	13	0.20329670329670327	0.20329670329670327	0.5053147342962486	8	0.6153846153846154	-0.07142857142857144	0.8665262706759087	-0.2747252747252747	fitted	JAM3:10/15	F11R:30/30	secreted	True	True	KEGG: hsa04514
310	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	CD44	COL6A3	CD44	L	TIME-L	primary	13	-0.20329670329670327	0.20329670329670327	0.5053147342962486	6	0.46153846153846156	0.14285714285714288	0.7871720116618076	0.34615384615384615	fitted	COL6A3:19/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
311	COL4A2_ADGRG6	COL4A2 - ADGRG6	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	COL4A2	ADGRG6	COL4A2	ADGRG6	TIME-L	L	primary	13	-0.19807446523706262	0.19807446523706262	0.5165425215524555	8	0.6153846153846154	0.5000000000000001	0.20703124999999997	0.6980744652370627	fitted	COL4A2:15/15	ADGRG6:19/30	secreted	False	True	PMID: 31462748
312	SEMA3C_PLXND1	SEMA3C - PLXND1	SEMA3	Secreted Signaling	lung	ligand_tumour__receptor_immune	SEMA3C	PLXND1	SEMA3C	PLXND1	L	TIME-L	primary	13	0.19780219780219782	0.19780219780219782	0.51713091148483	5	0.38461538461538464				below_min_n (5 < 6)	SEMA3C:17/30	PLXND1:15/15	secreted	False	True	PMID: 27533782
313	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG1	NOTCH1	JAG1	NOTCH1	L	TIME-L	primary	13	-0.19780219780219782	0.19780219780219782	0.51713091148483	4	0.3076923076923077				below_min_n (4 < 6)	JAG1:16/30	NOTCH1:12/15		True	True	PMID: 22353464
314	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4A	PLXNB2	SEMA4A	PLXNB2	L	TIME-L	primary	13	0.19230769230769232	0.19230769230769232	0.5290679872349875	7	0.5384615384615384	0.28571428571428575	0.5345092286010408	0.09340659340659344	fitted	SEMA4A:16/30	PLXNB2:15/15		True	True	PMID: 27533782
315	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	lung	ligand_tumour__receptor_immune	TNC	SDC4	TNC	SDC4	L	TIME-L	primary	13	-0.19230769230769232	0.19230769230769232	0.5290679872349875	8	0.6153846153846154	-0.09523809523809526	0.8225054302036114	0.09706959706959706	fitted	TNC:22/30	SDC4:13/15	secreted	False		KEGG: hsa04512
316	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-B	LB	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	8	1.0	0.19047619047619052	0.6514014957024813	0.0	fitted	COL6A3:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512
317	TNFSF12_TNFRSF12A	TNFSF12 - TNFRSF12A	TWEAK	Secreted Signaling	brain	ligand_immune__receptor_tumour	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	TIME-B	LB	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	3	0.375				below_min_n (3 < 6)	TNFSF12:4/8	TNFRSF12A:20/27	cytokine	True	True	KEGG: hsa04060
318	MDK_SDC4	MDK - SDC4	MK	Secreted Signaling	brain	ligand_immune__receptor_tumour	MDK	SDC4	MDK	SDC4	TIME-B	LB	primary	8	-0.19047619047619052	0.19047619047619052	0.6514014957024813	7	0.875	0.21428571428571433	0.6445115810207203	0.4047619047619049	fitted	MDK:8/8	SDC4:26/27	growth factor	False		PMID: 28356350
319	AGRN_DAG1	AGRN - DAG1	AGRN	ECM-Receptor	brain	ligand_tumour__receptor_immune	AGRN	DAG1	AGRN	DAG1	LB	TIME-B	primary	8	-0.19047619047619052	0.19047619047619052	0.6514014957024813	4	0.5				below_min_n (4 < 6)	AGRN:26/27	DAG1:4/8	secreted	True	True	KEGG: hsa04512
320	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DRB1	CD4	HLA-DRB1	CD4	LB	TIME-B	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	8	1.0	0.19047619047619052	0.6514014957024813	0.0	fitted	HLA-DRB1:27/27	CD4:8/8				KEGG: hsa04514
321	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS1	CD47	THBS1	CD47	TIME-B	LB	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	7	0.875	0.28571428571428575	0.5345092286010408	0.09523809523809523	fitted	THBS1:8/8	CD47:24/27		False	True	KEGG: hsa04512
322	LAMA2_CD44	LAMA2 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA2	CD44	LAMA2	CD44	TIME-B	LB	primary	8	-0.19047619047619052	0.19047619047619052	0.6514014957024813	6	0.75	-0.028571428571428574	0.9571545189504373	0.16190476190476194	fitted	LAMA2:7/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
